904.43, 38.9841, 15
3, 347.287103, 42.836197, 95.904293, 39.915466, 185.363386, 11.700140, 118.423205, 6.600685, 344.185577, 42.139042, 95.641928, 39.988598, 182.372141, 11.725117, 116.975138, 5.580528, 743.076386, 51.526244, 51, 15, 20, 0.000040, 19834.000000, 1533584918120.000000, 1533584977592, 311.115690, 118.915432, 13.131500, 116.500000, 15181.000000, 0.000000, 47.291502, 6.647376, 86.848793, 18708.000000, 48.507362, 42.311710, 8.204922, 115.500000, 22207.000000, 43.950851, 0.000000, 5.200350, 127.500000, 33523.000000, 
4, 358.011766, 5.384064, 120.348897, 38.306259, 174.274857, 17.869785, 140.094727, 5.760155, 354.517519, 6.409832, 119.809167, 39.319569, 172.323466, 17.744673, 139.165207, 38.589157, 789.272804, 34.660131, 42, 13, 13, 0.000033, 19834.000000, 1533584965568.000000, 1533585018272, 98.184592, 96.996072, 5.382202, 139.000000, 16527.000000, 0.000000, 0.000000, 27.246727, 137.349425, 21509.000000, 0.000000, 0.000000, 33.241667, 120.500000, 24943.000000, 0.000000, 0.000000, 10.672440, 149.876842, 27716.000000, 
5, 365.837747, 6.220947, 83.678050, 20.419865, 185.515278, 8.884583, 130.513696, 1.896515, 362.253812, 7.039429, 83.944414, 20.791153, 183.711053, 9.372093, 129.580763, 2.596764, 762.517406, 19.710955, 56, 5, 11, 0.000035, 19834.000000, 1533585004460.000000, 1533585059332, 0.000000, 0.000000, 2.477882, 129.500000, 22634.000000, 0.000000, 0.000000, 15.085443, 135.892390, 25508.000000, 0.000000, 0.000000, 15.136698, 83.000000, 28354.000000, 0.000000, 0.000000, 3.050901, 141.175370, 31094.000000, 

1, 48.461461, 11.126877, 111.456656, 29.994825, 65.090113, 7.953079, 16.233069, 16.998135, 48.034187, 11.377235, 111.845402, 30.176493, 64.251691, 8.111443, 16.857949, 17.270943, 241.115265, 34.036458, 46, 25, 31, 0.000035, 33951.000000, 1533585595328.000000, 1533585664050, 18.402138, 236.157710, 10.344160, 15.000000, 4604.000000, 16.635508, 18.756991, 3.552830, 51.000000, 10253.000000, 0.000000, 0.000000, 25.907841, 111.500000, 18898.000000, 0.000000, 16.142563, 11.490948, 28.500000, 23947.000000, 
2, 76.844029, 3.196732, 32.639533, 3.358976, 73.832593, 9.104591, 19.708529, 7.505459, 74.657170, 3.247116, 33.540253, 3.180988, 73.784320, 9.425972, 20.647322, 5.776802, 202.826874, 12.582879, 39, 10, 27, 0.000036, 33951.000000, 1533585637303.000000, 1533585707093, 0.000000, 0.000000, 6.079859, 20.000000, 17132.000000, 0.000000, 0.000000, 2.820744, 73.500000, 22122.000000, 0.000000, 0.000000, 3.400414, 75.000000, 31982.000000, 0.000000, 0.000000, 2.865433, 32.500000, 31982.000000, 
3, 76.614991, 4.909065, 63.449450, 3.071245, 75.942674, 10.988647, 9.545900, 0.420841, 74.510290, 5.033554, 63.999328, 3.472713, 76.142875, 11.143730, 9.040121, 0.167534, 224.622814, 10.694900, 48, 20, 18, 0.000039, 33951.000000, 1533585680989.000000, 1533585754166, 8.864691, 262.338405, 0.683409, 8.500000, 19286.000000, 0.000000, 0.000000, 0.445551, 8.500000, 25454.000000, 0.000000, 0.000000, 4.203403, 75.000000, 29608.000000, 0.000000, 0.000000, 3.129925, 62.500000, 35295.000000, 
4, 98.172153, 10.054939, 62.205123, 3.632950, 72.522094, 7.375648, 11.866621, 6.212799, 97.065160, 10.189919, 62.398959, 3.827381, 72.381958, 7.552475, 11.549425, 6.030491, 244.080747, 14.638168, 32, 41, 19, 0.000042, 33951.000000, 1533585727519.000000, 1533585803024, 0.000000, 0.000000, 6.255764, 11.500000, 18422.000000, 3.925316, 69.086250, 0.498783, 125.000000, 26203.000000, 19.571995, 194.066845, 7.226870, 79.500000, 39174.000000, 0.000000, 0.000000, 3.994462, 61.500000, 39861.000000, 
5, 91.369673, 16.675884, 32.841043, 8.031654, 111.340043, 15.978577, 9.747902, 13.441612, 88.751998, 17.199303, 33.436928, 7.806768, 110.861672, 16.309509, 8.698259, 13.663235, 243.523759, 28.063864, 42, 38, 18, 0.000044, 33951.000000, 1533585774515.000000, 1533585852619, 4.123344, 9.758503, 8.488506, 13.500000, 13820.000000, 0.000000, 0.000000, 16.593338, 110.500000, 29426.000000, 14.678877, 183.444525, 11.151909, 60.500000, 34446.000000, 0.000000, 0.000000, 7.718423, 33.000000, 38766.000000, 
6, 61.302985, 24.034290, 50.081716, 6.606682, 69.319200, 10.117294, 11.788823, 13.958740, 60.130756, 22.625977, 50.537099, 6.899153, 68.502509, 10.966072, 12.383655, 13.610374, 192.023371, 28.358503, 42, 5, 21, 0.000033, 33951.000000, 1533585824985.000000, 1533585891962, 10.748516, 134.602152, 9.976353, 10.500000, 16561.000000, 0.000000, 0.000000, 7.716784, 40.500000, 21320.000000, 0.000000, 0.000000, 22.618040, 60.000000, 26306.000000, 0.000000, 0.000000, 7.105686, 49.000000, 29207.000000, 
7, 80.874199, 4.909065, 43.472595, 14.801998, 84.4417s16, 7.236916, 7.281075, 15.667610, 79.083766, 5.087753, 44.592090, 14.277846, 83.736279, 7.552475, 7.712958, 15.480160, 215.597339, 22.307795, 50, 24, 24, 0.000044, 33951.000000, 1533585864367.000000, 1533585942050, 0.000000, 0.000000, 15.256489, 7.000000, 15261.000000, 14.461362, 44.455343, 0.143775, 43.388908, 23702.000000, 0.000000, 0.000000, 6.852428, 83.736088, 28720.000000, 0.000000, 0.000000, 4.698139, 79.000000, 34929.000000, 

1, 57.122932, 0.788921, 78.870557, 30.122898, 16.716984, 16.422365, 37.804084, 7.236923, 55.495945, 0.189556, 78.392754, 29.953609, 18.400933, 17.561237, 38.561442, 7.695484, 190.682816, 28.285554, 60, 53, 29, 0.000048, 66570.000000, 1533587266461.000000, 1533587380880, 0.000000, 33.582731, 0.172327, 22.500000, 11251.000000, 0.000000, 0.000000, 16.918874, 16.500000, 27157.000000, 0.000000, 53.709132, 7.918198, 17.000000, 27157.000000, 0.000000, 0.000000, 8.279678, 78.500000, 41180.000000, 
2, 67.785167, 1.974934, 68.176875, 35.125942, 31.800401, 15.939096, 48.059233, 5.389317, 65.237399, 3.166733, 67.391709, 36.719784, 33.098966, 17.341949, 48.774509, 4.264526, 215.162129, 30.214644, 45, 21, 26, 0.000041, 66570.000000, 1533587321761.000000, 1533587429642, 0.000000, 0.000000, 2.715113, 65.000000, 20622.000000, 0.000000, 0.000000, 5.033976, 47.500000, 26758.000000, 0.000000, 0.000000, 15.415820, 31.443827, 31044.000000, 0.000000, 0.000000, 2.936722, 67.500000, 37448.000000, 
3, 92.541808, 6.279404, 65.078151, 34.345272, 58.239413, 39.343788, 32.722691, 12.551472, 89.162877, 7.768223, 63.931491, 34.923347, 59.818778, 40.419395, 33.019329, 12.607616, 247.257269, 47.259968, 32, 31, 19, 0.000038, 66570.000000, 1533587375238.000000, 1533587480034, 3.644691, 157.731646, 3.535170, 77.797960, 35709.000000, 4.194487, 126.842254, 34.604084, 62.000000, 35709.000000, 8.576660, 119.070749, 26.011238, 45.000000, 35709.000000, 0.000000, 0.000000, 12.648392, 32.249801, 36425.000000, 
4, 83.713246, 8.085762, 63.580237, 40.085129, 40.956569, 31.139879, 30.232833, 12.431347, 81.412950, 7.050949, 62.831996, 40.876419, 41.475758, 32.252060, 30.889494, 12.486107, 217.546542, 46.871058, 105, 7, 18, 0.000054, 66570.000000, 1533587419550.000000, 1533587540099, 0.000000, 0.000000, 7.144373, 82.310965, 39473.000000, 0.000000, 0.000000, 12.528643, 30.000000, 42934.000000, 0.000000, 0.000000, 31.083571, 40.500000, 45809.000000, 0.000000, 0.000000, 1.158428, 63.000000, 50036.000000, 
5, 92.705573, 9.335003, 53.125298, 37.665623, 33.024409, 20.180540, 12.756497, 16.874462, 92.103321, 10.142155, 52.419446, 38.083710, 34.250782, 21.506920, 13.026099, 16.808094, 191.705712, 43.027814, 61, 21, 20, 0.000044, 66570.000000, 1533587478350.000000, 1533587589366, 0.000000, 0.000000, 8.973942, 91.500000, 28604.000000, 15.711063, 265.716078, 16.485022, 12.000000, 31403.000000, 0.000000, 0.000000, 20.735702, 32.890134, 35723.000000, 0.000000, 0.000000, 16.531683, 12.000000, 42000.000000, 
6, 78.635592, 7.330757, 66.126195, 29.195709, 45.892901, 23.811625, 33.559098, 17.541767, 76.085786, 8.275440, 64.695615, 29.337551, 47.021374, 24.013275, 34.439244, 17.335773, 223.227903, 39.939929, 36, 21, 19, 0.000036, 66570.000000, 1533587529075.000000, 1533587631443, 0.000000, 0.000000, 6.465311, 76.857508, 21295.000000, 0.000000, 0.000000, 17.361565, 34.000000, 24207.000000, 0.000000, 0.000000, 23.621974, 46.331209, 28427.000000, 0.000000, 0.000000, 9.111320, 65.500000, 32582.000000, 

1, 172.247399, 43.533501, 125.514055, 7.042706, 88.181643, 7.537334, 57.387703, 5.527542, 175.039857, 43.749844, 124.821448, 7.644745, 86.208108, 8.294746, 56.711566, 4.249195, 443.055890, 32.820541, 45, 45, 46, 0.000047, 70602.000000, 1533587973233.000000, 1533588090392, 35.350562, 138.538538, 5.276562, 149.794737, 12122.000000, 0.000000, 0.000000, 6.723740, 124.293555, 22622.000000, 0.000000, 0.000000, 7.323009, 86.485205, 26941.000000, 0.000000, 0.000000, 4.393066, 56.500000, 43385.000000, 
2, 58.331874, 39.903664, 31.978719, 7.391201, 33.789848, 15.086357, 82.354731, 9.093332, 56.739493, 39.579403, 31.759424, 8.312889, 33.692471, 13.233257, 83.032167, 9.791477, 205.839363, 36.737277, 70, 15, 17, 0.000045, 70602.000000, 1533588025447.000000, 1533588140669, 11.120737, 383.458498, 5.167637, 186.234709, 15737.000000, 0.000000, 246.412646, 6.989508, 31.629096, 23916.000000, 0.000000, 0.000000, 13.308338, 33.197854, 32297.000000, 0.000000, 0.000000, 8.862375, 82.202058, 36600.000000, 
3, 95.118240, 39.678970, 89.505485, 3.103363, 77.927080, 25.128817, 91.545882, 1.128841, 92.597460, 39.821842, 87.600897, 3.531452, 74.414995, 23.724224, 90.039221, 0.793129, 349.374630, 35.519996, 101, 30, 41, 0.000070, 70602.000000, 1533588076409.000000, 1533588216819, 18.595186, 29.359514, 10.264280, 78.693212, 32179.000000, 48.128463, 80.577999, 2.911648, 36.694944, 39934.000000, 23.842896, 504.465522, 0.208620, 29.241177, 42017.000000, 10.682749, 159.744570, 0.075191, 76.909941, 55517.000000, 
4, 136.010542, 10.472908, 80.231897, 7.265545, 54.139974, 11.534618, 22.204838, 1.018749, 130.122960, 10.012825, 78.886204, 7.921745, 53.632213, 12.414295, 21.882637, 1.622677, 288.555633, 16.145910, 50, 20, 22, 0.000041, 70602.000000, 1533588151704.000000, 1533588263398, 0.000000, 0.000000, 7.909994, 104.841290, 25280.000000, 0.000000, 0.000000, 7.112431, 78.902014, 28652.000000, 0.000000, 0.000000, 11.313616, 53.428752, 33010.000000, 0.000000, 58.475362, 0.868288, 22.094183, 35848.000000, 
5, 171.332809, 29.587915, 119.806380, 1.660282, 92.983500, 5.335106, 35.311917, 7.964191, 167.913813, 29.540154, 118.898277, 0.234940, 91.888763, 3.898922, 35.154652, 6.589123, 416.645056, 23.273747, 45, 19, 38, 0.000045, 70602.000000, 1533588199129.000000, 1533588314648, 17.012881, 210.447931, 3.578517, 118.236218, 19207.000000, 27.223201, 305.201599, 0.619822, 110.916793, 23467.000000, 24.398504, 183.936137, 4.246042, 88.291334, 26955.000000, 0.000000, 0.000000, 6.870762, 34.958227, 41123.000000, 

1, 46.426432, 11.341103, 23.874078, 40.393703, 5.006390, 38.284081, 31.129639, 29.868626, 45.992111, 33.238754, 22.913610, 40.517365, 7.520117, 38.453712, 32.848595, 28.695606, 107.855486, 60.943756, 36, 5, 17, 0.000019, 51760.000000, 1533588805698.000000, 1533588876385, 88.553211, 0.000000, 22.251720, 45.861882, 4534.000000, 10.729431, 25.410788, 7.035589, 18.500000, 8794.000000, 0.000000, 0.000000, 8.903253, 22.500000, 12257.000000, 0.000000, 0.000000, 30.719875, 31.982112, 17174.000000, 
2, 40.225096, 26.819084, 25.044781, 21.925232, 14.471047, 44.961235, 39.446025, 1.329536, 39.836489, 26.291702, 24.540392, 20.843937, 15.335075, 1.532822, 41.984170, 1.386971, 120.441538, 48.517544, 28, 14, 12, 0.000028, 51760.000000, 1533588830530.000000, 1533588910640, 0.000000, 0.000000, 26.141251, 39.500000, 16817.000000, 0.000000, 0.000000, 14.142942, 13.500000, 23848.000000, 0.000000, 0.000000, 7.728638, 24.500000, 24503.000000, 0.000000, 0.000000, 1.492430, 39.795695, 26649.000000, 
3, 33.099862, 11.552200, 18.500016, 23.459457, 5.494410, 41.799545, 41.977667, 40.737148, 33.512474, 33.139626, 19.154840, 23.904522, 7.295834, 43.555878, 44.388329, 4.030205, 101.711716, 59.774176, 24, 33, 21, 0.000036, 51760.000000, 1533588865313.000000, 1533588953262, 66.359386, 0.000000, 22.254250, 32.658526, 16739.000000, 6.740269, 0.000000, 11.698568, 6.000000, 24366.000000, 0.000000, 0.000000, 9.884995, 18.500000, 25023.000000, 0.000000, 0.000000, 22.532393, 42.500000, 35228.000000, 
4, 42.627814, 5.796638, 34.995365, 24.046333, 5.146998, 0.911469, 48.407820, 39.384647, 43.262213, 6.603218, 33.742810, 23.497532, 5.223824, 2.574730, 50.824781, 5.332157, 132.115812, 36.069544, 29, 22, 13, 0.000032, 51760.000000, 1533588908959.000000, 1533588992303, 0.000000, 0.000000, 6.025154, 42.000000, 18922.000000, 0.000000, 0.000000, 15.392111, 4.500000, 23737.000000, 0.000000, 0.000000, 9.103035, 33.000000, 27232.000000, 22.188622, 0.000000, 22.317768, 49.181737, 29909.000000, 
5, 48.054279, 10.668022, 16.958182, 13.828651, 8.969279, 35.978111, 31.887204, 35.134190, 48.877864, 34.265823, 15.434754, 14.612408, 9.222011, 38.453712, 34.914292, 33.957249, 107.158932, 48.804487, 48, 32, 18, 0.000043, 51760.000000, 1533588946401.000000, 1533589041236, 154.282784, 108.188033, 8.605598, 21.261856, 15287.000000, 4.435875, 6.809678, 3.793158, 8.500000, 21659.000000, 154.781364, 0.000000, 21.296714, 15.500000, 27077.000000, 0.000000, 0.000000, 33.304638, 32.689119, 36611.000000, 
6, 44.840732, 8.597260, 14.486809, 12.066261, 14.263886, 9.766144, 29.379199, 37.203007, 45.555262, 8.456337, 12.933994, 11.696377, 15.666842, 10.681198, 31.218948, 36.805439, 104.172836, 34.816336, 34, 11, 11, 0.000029, 51760.000000, 1533588995772.000000, 1533589076212, 0.000000, 0.000000, 8.691608, 44.500000, 17426.000000, 0.000000, 0.000000, 23.343916, 14.500000, 19571.000000, 0.000000, 0.000000, 25.636618, 13.000000, 22312.000000, 0.000000, 0.000000, 37.312901, 30.000000, 25679.000000, 
7, 36.033251, 30.888237, 15.823189, 27.357269, 6.365561, 42.492599, 40.652293, 38.311817, 36.820083, 30.434090, 16.281406, 26.392391, 7.626396, 42.954597, 41.538491, 38.319950, 100.570335, 70.524961, 27, 27, 10, 0.000031, 51760.000000, 1533589030269.000000, 1533589113035, 0.000000, 0.000000, 30.196133, 36.352833, 17277.000000, 0.000000, 0.000000, 11.308226, 6.000000, 20707.000000, 86.710461, 0.000000, 13.032837, 16.000000, 26090.000000, 0.000000, 0.000000, 38.339180, 40.895012, 28729.000000, 
8, 41.549345, 31.355736, 18.582801, 29.580208, 8.655251, 42.603630, 39.946573, 0.557156, 42.229636, 30.747734, 17.913508, 14.932491, 9.764539, 43.327606, 42.559522, 1.246540, 110.600588, 53.048365, 32, 11, 13, 0.000029, 51760.000000, 1533589066794.000000, 1533589147325, 0.000000, 0.000000, 30.439987, 41.472747, 17143.000000, 43.719685, 0.000000, 14.276482, 17.500000, 19950.000000, 0.000000, 0.000000, 42.629826, 8.500000, 22782.000000, 0.000000, 0.000000, 0.704285, 40.443389, 26316.000000, 
9, 55.585343, 32.863174, 20.679837, 23.576706, 2.646010, 44.596939, 27.189931, 38.311817, 56.062696, 31.901596, 20.789906, 24.183010, 2.955679, 0.472389, 27.893140, 38.825314, 106.901271, 70.674318, 44, 41, 13, 0.000044, 51760.000000, 1533589103375.000000, 1533589199115, 0.000000, 247.515684, 29.590199, 55.404614, 13181.000000, 0.000000, 0.000000, 13.336851, 2.000000, 22563.000000, 0.000000, 64.390419, 9.768791, 69.000000, 29520.000000, 0.000000, 0.000000, 38.038647, 26.000000, 41497.000000, 

1, 12.330868, 4.756256, 111.826762, 3.914711, 67.336233, 14.260368, 90.704996, 2.709793, 12.580778, 4.722404, 111.224252, 4.969742, 66.335465, 15.594746, 92.185394, 2.521759, 282.262374, 13.820564, 98, 105, 17, 0.000077, 188094.000000, 1533589482195.000000, 1533589747575, 7.042881, 23.724820, 0.947987, 73.500000, 7340.000000, 0.000000, 0.000000, 3.596401, 111.056637, 21826.000000, 16.712336, 218.576922, 7.107122, 66.548488, 33542.000000, 0.000000, 0.000000, 9.586779, 39.000000, 68959.000000, 
1, 31.448925, 21.585663, 7.939031, 3.801441, 21.254877, 1.050438, 6.619057, 5.776802, 31.097766, 21.632963, 7.971113, 3.714317, 20.805696, 0.368591, 7.216505, 4.951721, 67.176485, 17.107172, 79, 122, 43, 0.000085, 202585.000000, 1533589935838.000000, 1533590223405, 5.820078, 115.108060, 0.503839, 109.500000, 7599.000000, 12.121647, 40.717670, 2.261858, 16.500000, 32186.000000, 5.515947, 5.613419, 6.151744, 10.500000, 63367.000000, 0.000000, 0.000000, 21.391982, 30.500000, 81823.000000, 
1, 109.309077, 1.805958, 84.386561, 14.444046, 6.582446, 14.751068, 53.643454, 20.990410, 108.107600, 1.025517, 5.999557, 15.361618, 85.073884, 13.464096, 52.213256, 20.530411, 252.657918, 26.995741, 52, 67, 53, 0.000059, 71440.000000, 1533590852345.000000, 1533590982864, 15.486113, 133.166395, 1.030542, 94.684297, 27855.000000, 0.000000, 0.000000, 7.898827, 83.860700, 27855.000000, 0.000000, 0.000000, 11.288803, 51.500000, 54486.000000, 0.000000, 0.000000, 8.873932, 7.000000, 54486.000000, 
2, 37.758530, 1.135166, 60.618866, 24.258831, 50.456203, 2.161079, 29.271163, 13.564987, 37.580013, 1.684689, 50.661869, 2.413765, 61.171983, 23.552261, 27.981232, 13.717766, 177.749930, 21.560032, 37, 17, 44, 0.000043, 71440.000000, 1533590917464.000000, 1533591032225, 5.716255, 52.709018, 3.176241, 53.500000, 34565.000000, 0.000000, 0.000000, 3.871336, 47.500000, 34565.000000, 8.089598, 149.501161, 6.099144, 64.000000, 34565.000000, 0.000000, 0.000000, 15.550344, 42.500000, 39423.000000, 
3, 90.575595, 2.468121, 36.432338, 31.001114, 64.373469, 17.666733, 16.745922, 26.418602, 88.828317, 1.495148, 63.121231, 17.617134, 37.357738, 30.677277, 16.105691, 26.009201, 206.770151, 39.777285, 31, 28, 59, 0.000051, 71440.000000, 1533590969533.000000, 1533591091996, 0.000000, 0.000000, 1.513552, 89.000000, 47147.000000, 0.000000, 0.000000, 8.616035, 63.500000, 47147.000000, 0.000000, 0.000000, 21.541536, 36.495883, 47147.000000, 0.000000, 0.000000, 25.962151, 15.500000, 47147.000000, 
4, 13.872921, 0.066395, 66.494069, 20.236839, 52.396097, 19.803520, 106.938357, 19.877083, 14.921420, 0.636711, 53.792558, 25.769325, 64.866144, 20.185806, 106.791723, 21.195887, 240.036645, 30.991919, 163, 23, 28, 0.000084, 71440.000000, 1533591027270.000000, 1533591182633, 9.121756, 69.302980, 4.071121, 96.500000, 63508.000000, 0.000000, 0.000000, 8.373951, 106.500000, 81427.000000, 0.000000, 0.000000, 0.520729, 13.000000, 81427.000000, 0.000000, 0.000000, 10.387272, 51.500000, 81427.000000, 
1, 47.665712, 43.002113, 27.791371, 18.870136, 39.103690, 5.643715, 57.583356, 15.734797, 47.474897, 1.507436, 26.677881, 17.967686, 39.229503, 5.868679, 57.114786, 15.875628, 171.320598, 42.625381, 47, 18, 23, 0.000029, 24674.000000, 1533591301437.000000, 1533591355587, 0.000000, 4.158588, 22.288124, 42.500000, 8700.000000, 0.000000, 0.000000, 18.289503, 26.760038, 12235.000000, 0.000000, 0.000000, 14.831043, 57.000000, 26293.000000, 0.000000, 0.000000, 15.023710, 47.500000, 26293.000000, 
2, 61.260283, 43.002113, 32.720225, 15.930702, 42.911759, 24.436798, 16.176902, 14.485083, 60.191066, 2.245743, 31.180728, 14.666340, 42.518784, 24.012859, 16.552803, 14.656752, 151.756275, 49.927348, 47, 12, 17, 0.000037, 24674.000000, 1533591337657.000000, 1533591399246, 0.000000, 0.000000, 15.566476, 42.000000, 17980.000000, 0.000000, 0.000000, 14.508242, 31.133488, 23782.000000, 0.000000, 0.000000, 14.732403, 61.000000, 28038.000000, 0.000000, 0.000000, 14.497837, 15.000000, 32295.000000, 
3, 60.884405, 38.817200, 32.985685, 38.348175, 41.898699, 25.822716, 30.306485, 39.174423, 60.214668, 5.856014, 30.997334, 37.130932, 41.959154, 25.701361, 31.196563, 38.447533, 165.221497, 72.081257, 30, 33, 17, 0.000037, 24674.000000, 1533591380745.000000, 1533591442510, 0.000000, 0.000000, 15.469692, 41.500000, 15930.000000, 4.945623, 357.095139, 12.236862, 31.332259, 17255.000000, 0.000000, 0.000000, 15.276150, 60.000000, 26886.000000, 0.000000, 0.000000, 38.586136, 30.500000, 33878.000000, 
1, 64.431585, 26.886307, 37.367649, 3.955978, 96.594630, 28.280251, 43.653165, 35.067886, 63.002316, 26.981907, 37.671448, 3.977951, 95.920456, 28.300755, 44.983727, 35.896263, 241.812488, 48.095211, 63, 33, 38, 0.000046, 54874.000000, 1533591503231.000000, 1533591603788, 0.000000, 0.000000, 3.910278, 37.500000, 8098.000000, 0.000000, 0.000000, 0.905357, 62.000000, 23777.000000, 22.401165, 232.690289, 19.295883, 96.182512, 27180.000000, 7.091768, 47.203139, 15.743422, 32.000000, 37507.000000, 
2, 74.261733, 27.813728, 50.574171, 4.552727, 133.085383, 44.050575, 44.181386, 10.776924, 72.815238, 28.575382, 50.025338, 4.687035, 133.579292, 43.234596, 45.734608, 8.935387, 302.128575, 44.596977, 38, 18, 14, 0.000034, 54874.000000, 1533591554148.000000, 1533591643026, 0.000000, 0.000000, 4.679996, 50.000000, 18096.000000, 0.000000, 0.000000, 0.486725, 73.000000, 23120.000000, 0.000000, 0.000000, 43.186375, 133.000000, 26582.000000, 0.000000, 0.000000, 9.539162, 44.494899, 29420.000000, 
3, 78.937421, 24.973671, 41.611198, 0.808723, 137.036800, 16.758583, 72.844010, 10.118736, 77.648517, 25.438656, 41.127930, 0.790726, 136.864183, 16.868664, 73.895109, 10.020786, 329.982584, 27.329857, 64, 15, 19, 0.000043, 54874.000000, 1533591593473.000000, 1533591691572, 0.000000, 0.000000, 0.602909, 41.000000, 27699.000000, 0.000000, 0.000000, 2.587757, 76.000000, 31227.000000, 5.114197, 237.616398, 16.642525, 136.486149, 31886.000000, 0.000000, 0.000000, 9.235586, 73.219184, 38561.000000, 
4, 77.557965, 9.029938, 59.484922, 0.273262, 148.838231, 9.491631, 48.139274, 3.804157, 76.364322, 9.169720, 58.827158, 0.664688, 149.342986, 10.491478, 49.014196, 3.563873, 333.784526, 12.299494, 119, 10, 19, 0.000061, 54874.000000, 1533591643418.000000, 1533591759159, 0.000000, 0.000000, 0.497005, 59.000000, 46097.000000, 4.245752, 21.365041, 19.398714, 73.000000, 48898.000000, 0.000000, 0.000000, 9.029861, 148.426132, 55696.000000, 0.000000, 0.000000, 3.436031, 48.000000, 57706.000000, 
5, 58.858752, 8.820381, 58.659681, 33.817467, 135.069595, 3.299255, 38.468375, 22.239109, 57.214292, 7.526615, 57.590979, 33.783920, 135.444576, 2.147583, 40.124493, 22.647827, 290.715372, 35.088106, 45, 5, 18, 0.000033, 54874.000000, 1533591709581.000000, 1533591797010, 0.000000, 0.000000, 4.934620, 57.500000, 17281.000000, 0.000000, 0.000000, 36.524334, 58.000000, 22754.000000, 14.811319, 208.056633, 2.163811, 172.271503, 23455.000000, 6.906569, 11.457069, 11.937059, 86.000000, 25398.000000, 
1, 4.952795, 0.201996, 11.739322, 11.068319, 2.895955, 6.255768, 24.251979, 7.321909, 4.434249, 0.915359, 11.301863, 10.557648, 2.364919, 5.904444, 24.271559, 6.639471, 43.106320, 13.423996, 26, 35, 27, 0.000030, 105128.000000, 1533592031040.000000, 1533592165730, 0.000000, 0.000000, 0.649521, 4.000000, 11626.000000, 0.000000, 0.000000, 10.685790, 10.500000, 18720.000000, 0.000000, 0.000000, 5.634427, 2.655922, 22878.000000, 0.000000, 0.000000, 7.200188, 23.500000, 27869.000000, 
1, 117.669472, 7.585556, 140.642494, 14.036245, 85.777499, 15.028856, 115.200070, 13.633968, 114.494614, 7.261456, 138.101545, 14.736435, 85.016445, 14.588918, 112.498227, 13.157537, 454.700182, 26.142313, 81, 69, 38, 0.000066, 65265.000000, 1533592405311.000000, 1533592536104, 5.192728, 70.873052, 7.149807, 86.448291, 5241.000000, 0.000000, 0.000000, 4.895421, 84.000000, 20309.000000, 15.021568, 44.391263, 16.806482, 129.500000, 31070.000000, 9.132833, 65.034259, 12.421601, 113.431299, 38136.000000, 
1, 104.274826, 34.054638, 25.353834, 11.379765, 110.911278, 3.341202, 116.433194, 0.496292, 100.681221, 34.030243, 26.096362, 11.535503, 108.370435, 3.160362, 115.223567, 43.974350, 353.672358, 25.635948, 25, 21, 20, 0.000021, 19008.000000, 1533592705377.000000, 1533592745401, 0.000000, 0.000000, 7.772398, 25.000000, 5820.000000, 0.000000, 0.000000, 39.077200, 109.500000, 14529.000000, 0.000000, 0.000000, 35.100052, 115.500000, 17862.000000, 0.000000, 0.000000, 11.610439, 109.500000, 19251.000000, 
2, 53.092306, 2.019588, 29.749079, 30.538059, 56.605314, 37.779907, 45.368455, 35.312775, 51.279745, 1.225193, 30.609031, 30.007271, 57.364280, 36.756554, 44.865697, 33.121590, 184.466953, 53.825165, 39, 5, 18, 0.000030, 19008.000000, 1533592738377.000000, 1533592787883, 0.000000, 0.000000, 5.919697, 45.314983, 19967.000000, 20.085543, 22.896075, 20.082115, 29.771164, 25376.000000, 0.000000, 0.000000, 24.752739, 44.500000, 25376.000000, 0.000000, 0.000000, 1.091312, 57.000000, 28084.000000, 
3, 50.194494, 11.854111, 27.465384, 11.217457, 38.540982, 28.545103, 39.594537, 44.612122, 49.846617, 12.618847, 28.444976, 11.142094, 37.703807, 27.349874, 38.237070, 42.184448, 155.013933, 49.114396, 32, 9, 13, 0.000028, 19008.000000, 1533592775023.000000, 1533592821591, 2.255857, 196.497169, 9.753864, 38.500000, 20532.000000, 0.000000, 0.000000, 10.934898, 27.367515, 22516.000000, 7.588121, 26.582916, 26.551136, 56.000000, 22516.000000, 0.000000, 0.000000, 27.947489, 37.500000, 27262.000000, 
4, 25.102667, 0.543583, 24.960474, 26.964169, 39.538117, 43.119850, 48.496207, 43.719551, 24.599923, 0.093014, 26.047317, 27.087492, 39.852696, 44.022766, 48.016873, 41.196693, 138.307137, 58.173576, 27, 4, 11, 0.000024, 19008.000000, 1533592809044.000000, 1533592851919, 0.000000, 0.000000, 23.125769, 25.000000, 16692.000000, 0.000000, 0.000000, 20.613743, 36.000000, 20823.000000, 0.000000, 0.000000, 33.850956, 47.500000, 22900.000000, 0.000000, 0.000000, 7.904049, 38.500000, 22900.000000, 
